Mun_Code;Municipality;Comarca;Province;CCAA;Population_2024;Area_km2;Distance_km;Distance_class;Growth_2018_2021_pct;Growth_2021_2024_pct
31908;Lekunberri;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;1697.0;6.7;30.01;30-60 km;5.8;4.5
17161;Sant Feliu de Pallerols;GARROTXA;Girona;Cataluña/Catalunya;1692.0;33.99;30.04;30-60 km;8.41;16.21
41051;Huévar del Aljarafe;EL ALJARAFE;Sevilla;Andalucía;3360.0;57.61;30.08;30-60 km;6.28;7.38
08152;Orpí;ANOIA;Barcelona;Cataluña/Catalunya;178.0;15.39;30.09;30-60 km;13.24;15.58
05139;Muñogrande;AVILA;Ávila;Castilla y León;74.0;16.16;30.13;30-60 km;5.97;4.23
17225;Vilamacolum;ALT EMPORDA;Girona;Cataluña/Catalunya;376.0;5.67;30.13;30-60 km;18.91;1.35
28159;Valdemaqueda;GUADARRAMA;Madrid;Comunidad de Madrid;833.0;51.71;30.26;30-60 km;3.68;5.58
49228;Valdefinjas;DUERO BAJO;Zamora;Castilla y León;59.0;16.31;30.29;30-60 km;21.28;3.51
31036;Arróniz;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;1054.0;55.17;30.31;30-60 km;0.19;0.48
46217;Rotglà i Corberà;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;1158.0;6.27;30.32;30-60 km;2.87;1.05
47157;Sardón de Duero;SURESTE;Valladolid;Castilla y León;607.0;19.66;30.34;30-60 km;3.26;0.83
26052;Cordovín;RIOJA ALTA;La Rioja;La Rioja;159.0;4.59;30.34;30-60 km;0.64;0.63
34022;Baltanás;EL CERRATO;Palencia;Castilla y León;1228.0;158.76;30.35;30-60 km;0.25;0.74
12088;Pavías;PALANCIA;Castelló/Castellón;Comunitat Valenciana;73.0;14.42;30.44;30-60 km;16.13;1.39
45134;Portillo de Toledo;TORRIJOS;Toledo;Castilla-La Mancha;2346.0;19.94;30.46;30-60 km;1.6;5.53
16089;Fuentes;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;468.0;107.59;30.46;30-60 km;2.64;0.43
34084;Herrera de Valdecañas;EL CERRATO;Palencia;Castilla y León;158.0;27.55;30.58;30-60 km;5.48;2.6
17012;Avinyonet de Puigventós;ALT EMPORDA;Girona;Cataluña/Catalunya;1684.0;12.59;30.58;30-60 km;3.3;1.63
17013;Begur;BAIX EMPORDA;Girona;Cataluña/Catalunya;4245.0;20.98;30.58;30-60 km;2.67;5.1
03042;el Poble Nou de Benitatxell/Benitachell;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;4851.0;12.7;30.65;30-60 km;7.68;9.08
09249;Palazuelos de Muñó;PISUERGA;Burgos;Castilla y León;54.0;8.69;30.68;30-60 km;1.92;1.89
43120;Querol;ALT CAMP;Tarragona;Cataluña/Catalunya;591.0;72.33;30.78;30-60 km;4.41;8.64
12046;Cirat;PALANCIA;Castelló/Castellón;Comunitat Valenciana;214.0;41.11;30.85;30-60 km;2.43;1.42
19293;Uceda;CAMPIÑA;Guadalajara;Castilla-La Mancha;3303.0;46.73;30.88;30-60 km;13.99;12.62
17178;Sant Pere Pescador;ALT EMPORDA;Girona;Cataluña/Catalunya;2241.0;18.36;30.94;30-60 km;2.16;7.59
46089;Casinos;CAMPOS DE LIRIA;València/Valencia;Comunitat Valenciana;3113.0;41.64;30.97;30-60 km;3.89;8.05
07030;Llubí;MALLORCA;Illes Balears;Illes Balears;2505.0;35.12;31.0;30-60 km;6.33;5.03
46016;Alcàntera de Xúquer;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;1425.0;3.43;31.03;30-60 km;8.1;1.64
31055;Betelu;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;383.0;7.16;31.04;30-60 km;7.1;1.59
04057;Laujar de Andarax;ALTO ANDARAX;Almería;Andalucía;1658.0;92.74;31.11;30-60 km;3.45;4.21
12041;Castillo de Villamalefa;PEÑAGOLOSA;Castelló/Castellón;Comunitat Valenciana;113.0;37.76;31.19;30-60 km;1.98;9.71
30032;Pliego;CENTRO;Murcia;Región de Murcia;3964.0;29.33;31.2;30-60 km;0.68;2.48
22072;Caldearenas;JACETANIA;Huesca;Aragón;237.0;192.36;31.33;30-60 km;1.83;6.76
19073;Casas de San Galindo;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;20.0;11.6;31.41;30-60 km;5.56;5.26
25075;Clariana de Cardener;SOLSONES;Lleida;Cataluña/Catalunya;161.0;40.78;31.47;30-60 km;7.48;1.9
02046;Mahora;MANCHUELA;Albacete;Castilla-La Mancha;1465.0;108.1;31.51;30-60 km;1.55;6.16
31257;Villatuerta;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;1268.0;23.8;31.56;30-60 km;6.07;0.79
28060;Fuentidueña de Tajo;VEGAS;Madrid;Comunidad de Madrid;2328.0;60.19;31.61;30-60 km;12.24;4.49
50147;Luceni;ZARAGOZA;Zaragoza;Aragón;1003.0;27.11;31.65;30-60 km;4.44;1.62
26111;Ollauri;RIOJA ALTA;La Rioja;La Rioja;312.0;2.6;31.67;30-60 km;8.39;0.65
46170;Moixent/Mogente;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;4373.0;149.62;31.73;30-60 km;0.19;1.09
47154;Santibáñez de Valcorba;SURESTE;Valladolid;Castilla y León;187.0;24.15;31.75;30-60 km;14.56;3.31
41097;Villamanrique de la Condesa;LAS MARISMAS;Sevilla;Andalucía;4677.0;57.74;31.77;30-60 km;1.18;3.22
24023;Brazuelo;ASTORGA;León;Castilla y León;312.0;98.22;31.78;30-60 km;6.62;1.96
31157;Lodosa;RIBERA ALTA ARAGON;Navarra;Comunidad Foral de Navarra;4931.0;45.31;31.83;30-60 km;1.68;1.8
45901;Santo Domingo-Caudilla;TORRIJOS;Toledo;Castilla-La Mancha;1229.0;53.77;31.85;30-60 km;6.84;12.34
17005;El Far d'Empordà;ALT EMPORDA;Girona;Cataluña/Catalunya;626.0;9.35;31.86;30-60 km;7.47;1.13
18161;Polícar;GUADIX;Granada;Andalucía;266.0;5.37;31.88;30-60 km;10.59;1.92
10027;Benquerencia;CACERES;Cáceres;Extremadura;84.0;13.34;31.91;30-60 km;2.6;6.33
21076;Villanueva de los Castillejos;ANDEVALO OCCIDENTAL;Huelva;Andalucía;2936.0;264.68;31.97;30-60 km;3.19;3.05
31260;Valle de Yerri/Deierri;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;1566.0;252.44;32.17;30-60 km;3.65;0.19
25218;Tarrés;GARRIGUES;Lleida;Cataluña/Catalunya;125.0;13.11;32.3;30-60 km;6.06;19.05
07009;Búger;MALLORCA;Illes Balears;Illes Balears;1199.0;8.33;32.31;30-60 km;2.85;10.61
26152;Torrecilla sobre Alesanco;RIOJA ALTA;La Rioja;La Rioja;55.0;4.36;32.35;30-60 km;16.67;57.14
28099;Navas del Rey;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;3347.0;50.52;32.37;30-60 km;8.62;9.31
20078;Zaldibia;GOIERRI;Gipuzkoa;País Vasco/Euskadi;1740.0;16.43;32.38;30-60 km;1.43;6.36
05041;Burgohondo;VALLE BAJO ALBERCHE;Ávila;Castilla y León;1249.0;55.32;32.44;30-60 km;2.93;1.46
46261;Yátova;HOYA DE BUÑOL;València/Valencia;Comunitat Valenciana;2242.0;120.25;32.45;30-60 km;1.88;6.16
50218;Puebla de Albortón;ZARAGOZA;Zaragoza;Aragón;136.0;74.44;32.5;30-60 km;4.17;8.8
25068;Castellnou de Seana;PLA D'URGELL;Lleida;Cataluña/Catalunya;723.0;16.34;32.55;30-60 km;0.73;4.48
08151;Oristà;OSONA;Barcelona;Cataluña/Catalunya;569.0;69.03;32.56;30-60 km;1.86;4.02
25169;La Pobla de Cérvoles;GARRIGUES;Lleida;Cataluña/Catalunya;205.0;62.1;32.65;30-60 km;3.66;3.54
46154;Llanera de Ranes;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;1057.0;9.26;32.73;30-60 km;0.67;0.09
16263;Villar de Olalla;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;1512.0;157.72;32.77;30-60 km;4.37;15.16
04023;Beires;ALTO ANDARAX;Almería;Andalucía;148.0;38.8;32.79;30-60 km;12.82;12.12
28107;Patones;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;602.0;35.06;32.8;30-60 km;0.19;14.89
39038;Limpias;COSTERA;Cantabria;Cantabria;1991.0;9.96;32.89;30-60 km;5.03;1.53
08226;Sant Martí de Tous;ANOIA;Barcelona;Cataluña/Catalunya;1275.0;39.14;32.91;30-60 km;2.49;3.16
28055;Estremera;VEGAS;Madrid;Comunidad de Madrid;1467.0;79.13;32.91;30-60 km;11.73;6.23
05241;El Tiemblo;VALLE BAJO ALBERCHE;Ávila;Castilla y León;4526.0;75.31;32.92;30-60 km;7.74;2.54
39089;Tudanca;TUDANCA-CABUERNIGA;Cantabria;Cantabria;157.0;52.55;32.97;30-60 km;5.71;6.08
46096;Cerdà;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;367.0;1.52;32.98;30-60 km;3.29;6.38
41012;Aznalcázar;LAS MARISMAS;Sevilla;Andalucía;4886.0;450.21;32.99;30-60 km;2.65;5.9
09348;Santa Inés;ARLANZA;Burgos;Castilla y León;155.0;14.86;33.02;30-60 km;4.26;5.44
08049;Casserres;BERGUEDA;Barcelona;Cataluña/Catalunya;1676.0;29.56;33.04;30-60 km;4.07;2.44
28076;Lozoya;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;617.0;57.69;33.05;30-60 km;6.08;4.05
41025;Carrión de los Céspedes;EL ALJARAFE;Sevilla;Andalucía;2617.0;6.11;33.07;30-60 km;3.48;1.16
39002;Ampuero;COSTERA;Cantabria;Cantabria;4477.0;32.44;33.1;30-60 km;3.53;2.5
24149;San Millán de los Caballeros;ESLA-CAMPOS;León;Castilla y León;191.0;24.7;33.15;30-60 km;2.98;10.4
17074;Fortià;ALT EMPORDA;Girona;Cataluña/Catalunya;801.0;10.94;33.2;30-60 km;8.33;1.01
45198;Villatobas;LA MANCHA;Toledo;Castilla-La Mancha;2858.0;181.44;33.21;30-60 km;7.53;11.21
47197;Villabrágima;TIERRA DE CAMPOS;Valladolid;Castilla y León;1048.0;67.13;33.27;30-60 km;1.06;0.38
26028;Bergasa;RIOJA BAJA;La Rioja;La Rioja;170.0;27.07;33.38;30-60 km;3.52;15.65
17063;Espinelves;OSONA;Girona;Cataluña/Catalunya;254.0;17.59;33.42;30-60 km;16.02;6.28
45036;Carmena;TORRIJOS;Toledo;Castilla-La Mancha;836.0;46.68;33.45;30-60 km;6.7;7.18
19092;Cogolludo;SIERRA;Guadalajara;Castilla-La Mancha;554.0;96.79;33.46;30-60 km;0.55;0.36
08129;Muntanyola;OSONA;Barcelona;Cataluña/Catalunya;712.0;40.65;33.47;30-60 km;5.65;8.7
45004;Alcabón;TORRIJOS;Toledo;Castilla-La Mancha;761.0;8.02;33.5;30-60 km;1.35;12.24
43075;Margalef;PRIORAT;Tarragona;Cataluña/Catalunya;106.0;34.78;33.53;30-60 km;10.64;1.92
26065;Galbárruli;RIOJA ALTA;La Rioja;La Rioja;79.0;15.43;33.54;30-60 km;56.0;1.28
04086;Sorbas;CAMPO TABERNAS;Almería;Andalucía;2525.0;249.0;33.56;30-60 km;3.43;2.19
50185;Murillo de Gállego;EGEA DE LOS CABALLEROS;Zaragoza;Aragón;203.0;54.71;33.56;30-60 km;7.47;8.56
18063;Darro;GUADIX;Granada;Andalucía;1695.0;50.31;33.69;30-60 km;3.35;3.61
28039;Cervera de Buitrago;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;161.0;11.54;33.73;30-60 km;6.04;1.9
26176;Villaverde de Rioja;RIOJA ALTA;La Rioja;La Rioja;75.0;5.86;33.76;30-60 km;3.51;27.12
08257;Santa Maria de Miralles;ANOIA;Barcelona;Cataluña/Catalunya;137.0;25.42;33.78;30-60 km;0.78;6.2
18182;Ugíjar;LAS ALPUJARRAS;Granada;Andalucía;2561.0;66.9;33.79;30-60 km;1.15;0.43
28063;Gargantilla del Lozoya y Pinilla de Buitrago;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;397.0;24.18;33.81;30-60 km;8.18;15.41
17200;Tortellà;GARROTXA;Girona;Cataluña/Catalunya;828.0;11.06;33.85;30-60 km;1.87;1.47
26004;Ajamil de Cameros;SIERRA RIOJA MEDIA;La Rioja;La Rioja;85.0;66.1;33.91;30-60 km;8.06;26.87
08008;Argençola;ANOIA;Barcelona;Cataluña/Catalunya;237.0;47.51;33.94;30-60 km;0.46;7.73
26136;Santa Eulalia Bajera;RIOJA BAJA;La Rioja;La Rioja;111.0;8.42;34.06;30-60 km;0.93;2.78
50115;Fuentes de Ebro;ZARAGOZA;Zaragoza;Aragón;4631.0;141.2;34.07;30-60 km;1.25;0.67
31142;Larraga;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;2133.0;77.06;34.34;30-60 km;2.33;1.19
12071;Jérica;PALANCIA;Castelló/Castellón;Comunitat Valenciana;1726.0;78.29;34.35;30-60 km;6.25;4.61
22003;Adahuesca;SOMONTANO;Huesca;Aragón;207.0;52.5;34.37;30-60 km;10.47;8.95
47210;Villalar de los Comuneros;CENTRO;Valladolid;Castilla y León;490.0;42.74;34.38;30-60 km;3.28;3.59
34230;Villarmentero de Campos;CAMPOS;Palencia;Castilla y León;28.0;7.68;34.46;30-60 km;12.5;55.56
07012;Campanet;MALLORCA;Illes Balears;Illes Balears;2824.0;34.85;34.47;30-60 km;2.76;5.22
17230;Vila-sacra;ALT EMPORDA;Girona;Cataluña/Catalunya;811.0;6.08;34.52;30-60 km;7.33;6.57
07065;Vilafranca de Bonany;MALLORCA;Illes Balears;Illes Balears;3816.0;24.11;34.62;30-60 km;12.03;7.25
08303;Vilanova de Sau;OSONA;Barcelona;Cataluña/Catalunya;317.0;58.27;34.64;30-60 km;1.95;0.96
19021;Almoguera;CAMPIÑA;Guadalajara;Castilla-La Mancha;1373.0;119.01;34.7;30-60 km;0.08;5.05
17185;Sant Joan les Fonts;GARROTXA;Girona;Cataluña/Catalunya;3111.0;32.13;34.73;30-60 km;2.83;2.0
43058;La Figuera;PRIORAT;Tarragona;Cataluña/Catalunya;122.0;18.95;34.75;30-60 km;12.5;4.27
43085;El Molar;PRIORAT;Tarragona;Cataluña/Catalunya;307.0;22.79;34.76;30-60 km;6.05;3.02
47178;Urueña;TIERRA DE CAMPOS;Valladolid;Castilla y León;203.0;44.07;34.79;30-60 km;1.6;6.28
49126;Moraleja de Sayago;SAYAGO;Zamora;Castilla y León;299.0;33.72;34.87;30-60 km;3.28;5.65
18035;Cádiar;LAS ALPUJARRAS;Granada;Andalucía;1517.0;47.28;34.89;30-60 km;1.57;1.68
09277;Puentedura;ARLANZA;Burgos;Castilla y León;122.0;15.82;34.9;30-60 km;4.35;1.67
08171;Prats de Lluçanès;OSONA;Barcelona;Cataluña/Catalunya;2688.0;13.49;34.95;30-60 km;3.82;2.05
27029;Meira;TERRA CHA;Lugo;Galicia;1756.0;46.65;34.95;30-60 km;1.17;1.44
12013;Arañuel;PALANCIA;Castelló/Castellón;Comunitat Valenciana;159.0;19.17;34.96;30-60 km;4.11;4.61
17139;Les Preses;GARROTXA;Girona;Cataluña/Catalunya;1925.0;9.44;35.01;30-60 km;6.35;2.67
08246;Santa Eugènia de Berga;OSONA;Barcelona;Cataluña/Catalunya;2308.0;7.01;35.03;30-60 km;1.48;2.17
08220;Sant Julià de Vilatorta;OSONA;Barcelona;Cataluña/Catalunya;3297.0;16.28;35.12;30-60 km;1.81;4.6
05164;Navaquesera;GREDOS;Ávila;Castilla y León;43.0;9.19;35.14;30-60 km;37.5;95.45
04090;Tahal;CAMPO TABERNAS;Almería;Andalucía;375.0;94.54;35.16;30-60 km;7.72;7.45
07035;Maria de la Salut;MALLORCA;Illes Balears;Illes Balears;2397.0;30.7;35.19;30-60 km;4.62;6.91
50018;Alfamén;LA ALMUNIA DE DOÑA GODINA;Zaragoza;Aragón;1494.0;101.91;35.26;30-60 km;0.35;3.32
09347;Santa Gadea del Cid;BUREBA-EBRO;Burgos;Castilla y León;161.0;29.01;35.34;30-60 km;4.83;5.92
17214;Vilabertran;ALT EMPORDA;Girona;Cataluña/Catalunya;984.0;2.3;35.38;30-60 km;1.89;1.55
46229;Siete Aguas;REQUENA-UTIEL;València/Valencia;Comunitat Valenciana;1279.0;110.59;35.42;30-60 km;1.02;8.11
47222;Villanueva de San Mancio;TIERRA DE CAMPOS;Valladolid;Castilla y León;102.0;15.16;35.45;30-60 km;4.71;14.61
31200;Oteiza;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;950.0;47.96;35.48;30-60 km;2.39;0.96
39095;Val de San Vicente;COSTERA;Cantabria;Cantabria;2796.0;51.01;35.52;30-60 km;0.51;0.36
26050;Cirueña;RIOJA ALTA;La Rioja;La Rioja;193.0;12.14;35.6;30-60 km;26.76;7.22
50231;Salillas de Jalón;LA ALMUNIA DE DOÑA GODINA;Zaragoza;Aragón;359.0;2.51;35.61;30-60 km;11.18;6.21
09054;Bozoó;BUREBA-EBRO;Burgos;Castilla y León;102.0;33.22;35.64;30-60 km;2.04;2.0
39057;Ramales de la Victoria;ASON;Cantabria;Cantabria;3061.0;32.49;35.64;30-60 km;0.73;5.48
43142;Sarral;CONCA DE BARBERA;Tarragona;Cataluña/Catalunya;1583.0;52.37;35.7;30-60 km;0.32;2.19
25192;Sant Guim de Freixenet;SEGARRA;Lleida;Cataluña/Catalunya;1222.0;25.22;35.74;30-60 km;1.83;15.39
26072;Herce;RIOJA BAJA;La Rioja;La Rioja;338.0;17.2;35.8;30-60 km;0.61;1.81
50150;Lumpiaque;LA ALMUNIA DE DOÑA GODINA;Zaragoza;Aragón;862.0;29.54;35.8;30-60 km;1.09;3.11
22094;Chalamera;BAJO CINCA;Huesca;Aragón;131.0;11.51;35.84;30-60 km;5.56;14.91
21073;Villablanca;ANDEVALO OCCIDENTAL;Huelva;Andalucía;2979.0;98.58;35.85;30-60 km;2.54;2.34
45092;Marjaliza;MONTE DE LOS YEBENES;Toledo;Castilla-La Mancha;264.0;65.75;35.89;30-60 km;3.14;0.38
04050;Gérgal;RIO NACIMIENTO;Almería;Andalucía;1191.0;229.31;35.91;30-60 km;7.37;7.59
08280;Tavertet;OSONA;Barcelona;Cataluña/Catalunya;131.0;32.93;35.93;30-60 km;1.8;15.93
08247;Santa Eulàlia de Riuprimer;OSONA;Barcelona;Cataluña/Catalunya;1487.0;13.95;35.99;30-60 km;7.64;5.54
01055;Valdegovía/Gaubea;MERINDADES;Araba/Álava;País Vasco/Euskadi;1072.0;238.04;36.01;30-60 km;5.85;2.19
45158;Santa Olalla;TORRIJOS;Toledo;Castilla-La Mancha;3502.0;72.58;36.08;30-60 km;5.41;3.27
50114;Fuendetodos;ZARAGOZA;Zaragoza;Aragón;145.0;62.2;36.18;30-60 km;17.36;2.11
22205;San Esteban de Litera;LA LITERA;Huesca;Aragón;641.0;71.98;36.21;30-60 km;12.65;12.46
19176;Mazuecos;CAMPIÑA;Guadalajara;Castilla-La Mancha;282.0;23.76;36.36;30-60 km;5.06;4.44
17196;Terrades;ALT EMPORDA;Girona;Cataluña/Catalunya;345.0;20.87;36.4;30-60 km;6.37;3.29
04073;Paterna del Río;ALTO ANDARAX;Almería;Andalucía;396.0;45.44;36.52;30-60 km;6.91;2.33
09280;Quintanabureba;BUREBA-EBRO;Burgos;Castilla y León;31.0;12.35;36.62;30-60 km;25.0;3.33
22007;Albalate de Cinca;BAJO CINCA;Huesca;Aragón;1142.0;44.27;36.7;30-60 km;2.09;1.51
22060;Binaced;LA LITERA;Huesca;Aragón;1601.0;78.56;36.79;30-60 km;2.7;0.25
20038;Gabiria;GOIERRI;Gipuzkoa;País Vasco/Euskadi;516.0;14.87;36.84;30-60 km;2.87;2.79
28124;Robledillo de la Jara;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;131.0;21.02;36.88;30-60 km;11.49;35.05
08037;Calldetenes;OSONA;Barcelona;Cataluña/Catalunya;2690.0;5.74;37.0;30-60 km;0.28;7.43
19327;Yebra;CAMPIÑA;Guadalajara;Castilla-La Mancha;498.0;56.44;37.02;30-60 km;4.73;7.1
09148;Grijalba;PISUERGA;Burgos;Castilla y León;112.0;19.74;37.05;30-60 km;11.0;0.9
31011;Allín/Allin;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;899.0;41.82;37.09;30-60 km;4.0;1.7
45143;Quismondo;TORRIJOS;Toledo;Castilla-La Mancha;1798.0;15.42;37.1;30-60 km;8.07;10.1
22046;Ballobar;BAJO CINCA;Huesca;Aragón;864.0;127.84;37.15;30-60 km;3.16;1.77
05055;Casillas;VALLE DEL TIETAR;Ávila;Castilla y León;669.0;11.98;37.18;30-60 km;1.41;3.56
45157;Santa Cruz del Retamar;TORRIJOS;Toledo;Castilla-La Mancha;4038.0;129.83;37.19;30-60 km;20.64;13.62
45076;Hormigos;TORRIJOS;Toledo;Castilla-La Mancha;992.0;27.47;37.2;30-60 km;18.53;23.08
18128;Marchal;GUADIX;Granada;Andalucía;425.0;7.8;37.21;30-60 km;1.22;2.66
31041;Ayegui/Aiegi;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;2550.0;9.61;37.29;30-60 km;4.25;4.94
08133;Montmaneu;ANOIA;Barcelona;Cataluña/Catalunya;200.0;13.49;37.31;30-60 km;2.6;26.58
47112;Pedrajas de San Esteban;SURESTE;Valladolid;Castilla y León;3406.0;30.7;37.35;30-60 km;0.36;2.16
26122;El Rasillo de Cameros;SIERRA RIOJA MEDIA;La Rioja;La Rioja;153.0;15.84;37.38;30-60 km;4.62;12.5
28027;Buitrago del Lozoya;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;1973.0;25.93;37.39;30-60 km;3.47;1.7
22018;Alcubierre;MONEGROS;Huesca;Aragón;400.0;115.35;37.42;30-60 km;2.48;7.53
28109;Pelayos de la Presa;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;3136.0;7.57;37.45;30-60 km;14.22;10.93
12078;Montán;PALANCIA;Castelló/Castellón;Comunitat Valenciana;421.0;34.11;37.57;30-60 km;1.67;15.34
17207;La Vall d'en Bas;GARROTXA;Girona;Cataluña/Catalunya;3219.0;91.02;37.58;30-60 km;2.84;3.34
07901;Ariany;MALLORCA;Illes Balears;Illes Balears;1018.0;23.28;37.59;30-60 km;4.3;13.49
47162;Tamariz de Campos;TIERRA DE CAMPOS;Valladolid;Castilla y León;84.0;37.77;37.64;30-60 km;23.64;23.53
07041;Petra;MALLORCA;Illes Balears;Illes Balears;3184.0;70.46;37.68;30-60 km;7.19;5.15
28097;Navarredonda y San Mamés;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;151.0;28.47;37.95;30-60 km;15.57;7.09
10201;Valdemorales;CACERES;Cáceres;Extremadura;215.0;9.86;37.96;30-60 km;5.08;3.86
19234;Retiendas;SIERRA;Guadalajara;Castilla-La Mancha;53.0;20.97;38.1;30-60 km;23.81;1.92
28902;Puentes Viejas;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;775.0;58.54;38.23;30-60 km;11.99;7.79
05160;Navalosa;GREDOS;Ávila;Castilla y León;324.0;29.99;38.24;30-60 km;0.31;0.62
05187;Piedralaves;VALLE DEL TIETAR;Ávila;Castilla y León;2150.0;55.2;38.27;30-60 km;3.84;0.66
22186;Pozán de Vero;SOMONTANO;Huesca;Aragón;235.0;14.76;38.3;30-60 km;7.34;0.43
12043;Caudiel;PALANCIA;Castelló/Castellón;Comunitat Valenciana;722.0;62.38;38.36;30-60 km;2.47;8.9
08149;Olost;OSONA;Barcelona;Cataluña/Catalunya;1216.0;29.09;38.39;30-60 km;0.17;2.18
20015;Ataun;GOIERRI;Gipuzkoa;País Vasco/Euskadi;1717.0;58.83;38.43;30-60 km;1.68;1.18
40182;San Martín y Mudrián;CUELLAR;Segovia;Castilla y León;251.0;42.54;38.47;30-60 km;1.67;3.29
43094;Móra la Nova;RIBERA D'EBRE;Tarragona;Cataluña/Catalunya;3314.0;15.66;38.51;30-60 km;1.6;6.22
20070;Segura;GOIERRI;Gipuzkoa;País Vasco/Euskadi;1465.0;9.21;38.52;30-60 km;2.03;0.27
15032;Curtis;INTERIOR;A Coruña;Galicia;4181.0;117.09;38.6;30-60 km;3.11;2.45
22173;Las Peñas de Riglos;HOYA DE HUESCA;Huesca;Aragón;268.0;217.88;38.6;30-60 km;1.59;5.1
19050;Barriopedro;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;24.0;10.67;38.65;30-60 km;6.25;41.18
08144;Olvan;BERGUEDA;Barcelona;Cataluña/Catalunya;913.0;35.78;38.66;30-60 km;4.42;4.46
50205;Las Pedrosas;EGEA DE LOS CABALLEROS;Zaragoza;Aragón;113.0;18.25;38.67;30-60 km;6.67;17.71
37255;Pizarral;ALBA DE TORMES;Salamanca;Castilla y León;64.0;16.68;38.67;30-60 km;14.89;18.52
18167;Purullena;GUADIX;Granada;Andalucía;2338.0;21.44;38.74;30-60 km;0.35;0.78
24161;Santiago Millas;ASTORGA;León;Castilla y León;359.0;39.72;38.81;30-60 km;2.69;4.66
17132;Peralada;ALT EMPORDA;Girona;Cataluña/Catalunya;2047.0;43.98;38.81;30-60 km;4.12;5.24
08199;Sant Bartomeu del Grau;OSONA;Barcelona;Cataluña/Catalunya;943.0;34.78;38.91;30-60 km;8.69;3.29
31155;Liédena;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;351.0;19.27;38.92;30-60 km;8.59;11.08
25176;Preixana;URGELL;Lleida;Cataluña/Catalunya;406.0;21.39;38.93;30-60 km;1.56;3.84
25151;Olius;SOLSONES;Lleida;Cataluña/Catalunya;1003.0;55.04;38.95;30-60 km;0.1;4.26
28020;Berzosa del Lozoya;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;231.0;14.62;38.98;30-60 km;9.09;6.94
11009;Benaocaz;SIERRA DE CADIZ;Cádiz;Andalucía;754.0;69.42;39.02;30-60 km;2.21;8.49
31066;Cárcar;RIBERA ALTA ARAGON;Navarra;Comunidad Foral de Navarra;1140.0;40.42;39.26;30-60 km;7.8;1.79
05002;La Adrada;VALLE DEL TIETAR;Ávila;Castilla y León;2796.0;58.62;39.31;30-60 km;9.54;1.41
12130;Villahermosa del Río;PEÑAGOLOSA;Castelló/Castellón;Comunitat Valenciana;490.0;108.89;39.34;30-60 km;3.03;2.94
43065;Garcia;RIBERA D'EBRE;Tarragona;Cataluña/Catalunya;543.0;52.32;39.34;30-60 km;1.9;1.5
09192;Jurisdicción de San Zadornil;MERINDADES;Burgos;Castilla y León;66.0;30.97;39.5;30-60 km;12.73;6.45
22004;Agüero;HOYA DE HUESCA;Huesca;Aragón;140.0;94.16;39.52;30-60 km;6.92;0.72
46234;Sot de Chera;ALTO TURIA;València/Valencia;Comunitat Valenciana;432.0;38.75;39.52;30-60 km;9.94;11.63
34121;Palenzuela;EL CERRATO;Palencia;Castilla y León;215.0;77.16;39.65;30-60 km;1.42;0.47
25146;Navès;SOLSONES;Lleida;Cataluña/Catalunya;300.0;145.66;39.65;30-60 km;0.69;2.39
31171;Miranda de Arga;RIBERA ALTA ARAGON;Navarra;Comunidad Foral de Navarra;903.0;59.76;39.74;30-60 km;0.24;5.99
17109;Montagut i Oix;GARROTXA;Girona;Cataluña/Catalunya;1000.0;93.88;39.76;30-60 km;5.78;5.15
46179;Navarrés;ENGUERA Y LA CANAL;València/Valencia;Comunitat Valenciana;3055.0;47.05;39.8;30-60 km;0.97;1.7
