Year,Mun_Code,Mun,Area_km2,Pop_Density
2016,49191,San Miguel de la Ribera,26.2594,11.54
2017,49191,San Miguel de la Ribera,26.2594,11.23
2018,49191,San Miguel de la Ribera,26.2594,10.89
2019,49191,San Miguel de la Ribera,26.2594,11.08
2020,49191,San Miguel de la Ribera,26.2594,11.04
2021,49191,San Miguel de la Ribera,26.2594,10.85
2022,49191,San Miguel de la Ribera,26.2594,10.47
2023,49191,San Miguel de la Ribera,26.2594,9.9
2024,49191,San Miguel de la Ribera,26.2594,9.6
1996,49192,San Miguel del Valle,10.7262,24.15
1998,49192,San Miguel del Valle,10.7262,22.75
1999,49192,San Miguel del Valle,10.7262,22.84
2000,49192,San Miguel del Valle,10.7262,20.98
2001,49192,San Miguel del Valle,10.7262,20.88
2002,49192,San Miguel del Valle,10.7262,20.51
2003,49192,San Miguel del Valle,10.7262,20.14
2004,49192,San Miguel del Valle,10.7262,19.95
2005,49192,San Miguel del Valle,10.7262,18.74
2006,49192,San Miguel del Valle,10.7262,18.83
2007,49192,San Miguel del Valle,10.7262,18.46
2008,49192,San Miguel del Valle,10.7262,18.83
2009,49192,San Miguel del Valle,10.7262,17.9
2010,49192,San Miguel del Valle,10.7262,16.97
2011,49192,San Miguel del Valle,10.7262,17.53
2012,49192,San Miguel del Valle,10.7262,16.22
2013,49192,San Miguel del Valle,10.7262,16.13
2014,49192,San Miguel del Valle,10.7262,15.2
2015,49192,San Miguel del Valle,10.7262,14.54
2016,49192,San Miguel del Valle,10.7262,13.52
2017,49192,San Miguel del Valle,10.7262,12.96
2018,49192,San Miguel del Valle,10.7262,13.15
2019,49192,San Miguel del Valle,10.7262,13.05
2020,49192,San Miguel del Valle,10.7262,12.59
2021,49192,San Miguel del Valle,10.7262,11.93
2022,49192,San Miguel del Valle,10.7262,11.09
2023,49192,San Miguel del Valle,10.7262,10.91
2024,49192,San Miguel del Valle,10.7262,11.09
1996,49193,San Pedro de Ceque,49.0453,14.7
1998,49193,San Pedro de Ceque,49.0453,14.8
1999,49193,San Pedro de Ceque,49.0453,14.66
2000,49193,San Pedro de Ceque,49.0453,14.33
2001,49193,San Pedro de Ceque,49.0453,14.13
2002,49193,San Pedro de Ceque,49.0453,13.95
2003,49193,San Pedro de Ceque,49.0453,13.62
2004,49193,San Pedro de Ceque,49.0453,13.27
2005,49193,San Pedro de Ceque,49.0453,13.17
2006,49193,San Pedro de Ceque,49.0453,12.85
2007,49193,San Pedro de Ceque,49.0453,12.66
2008,49193,San Pedro de Ceque,49.0453,12.23
2009,49193,San Pedro de Ceque,49.0453,12.09
2010,49193,San Pedro de Ceque,49.0453,12.01
2011,49193,San Pedro de Ceque,49.0453,11.76
2012,49193,San Pedro de Ceque,49.0453,11.44
2013,49193,San Pedro de Ceque,49.0453,10.72
2014,49193,San Pedro de Ceque,49.0453,10.77
2015,49193,San Pedro de Ceque,49.0453,10.46
2016,49193,San Pedro de Ceque,49.0453,10.26
2017,49193,San Pedro de Ceque,49.0453,9.87
2018,49193,San Pedro de Ceque,49.0453,9.44
2019,49193,San Pedro de Ceque,49.0453,9.15
2020,49193,San Pedro de Ceque,49.0453,8.93
2021,49193,San Pedro de Ceque,49.0453,8.91
2022,49193,San Pedro de Ceque,49.0453,8.95
2023,49193,San Pedro de Ceque,49.0453,8.75
2024,49193,San Pedro de Ceque,49.0453,8.58
1996,49194,San Pedro de la Nave-Almendra,22.7513,23.73
1998,49194,San Pedro de la Nave-Almendra,22.7513,23.52
1999,49194,San Pedro de la Nave-Almendra,22.7513,23.38
2000,49194,San Pedro de la Nave-Almendra,22.7513,23.3
2001,49194,San Pedro de la Nave-Almendra,22.7513,22.72
2002,49194,San Pedro de la Nave-Almendra,22.7513,22.28
2003,49194,San Pedro de la Nave-Almendra,22.7513,21.19
2004,49194,San Pedro de la Nave-Almendra,22.7513,20.97
2005,49194,San Pedro de la Nave-Almendra,22.7513,20.22
2006,49194,San Pedro de la Nave-Almendra,22.7513,19.34
2007,49194,San Pedro de la Nave-Almendra,22.7513,19.78
2008,49194,San Pedro de la Nave-Almendra,22.7513,19.16
2009,49194,San Pedro de la Nave-Almendra,22.7513,18.46
2010,49194,San Pedro de la Nave-Almendra,22.7513,17.36
2011,49194,San Pedro de la Nave-Almendra,22.7513,16.79
2012,49194,San Pedro de la Nave-Almendra,22.7513,16.83
2013,49194,San Pedro de la Nave-Almendra,22.7513,15.69
2014,49194,San Pedro de la Nave-Almendra,22.7513,17.05
2015,49194,San Pedro de la Nave-Almendra,22.7513,16.66
2016,49194,San Pedro de la Nave-Almendra,22.7513,16.26
2017,49194,San Pedro de la Nave-Almendra,22.7513,15.43
2018,49194,San Pedro de la Nave-Almendra,22.7513,15.25
2019,49194,San Pedro de la Nave-Almendra,22.7513,15.25
2020,49194,San Pedro de la Nave-Almendra,22.7513,14.81
2021,49194,San Pedro de la Nave-Almendra,22.7513,15.03
2022,49194,San Pedro de la Nave-Almendra,22.7513,14.77
2023,49194,San Pedro de la Nave-Almendra,22.7513,14.15
2024,49194,San Pedro de la Nave-Almendra,22.7513,14.15
1996,49197,Santa Clara de Avedillo,16.8204,15.7
1998,49197,Santa Clara de Avedillo,16.8204,15.16
1999,49197,Santa Clara de Avedillo,16.8204,15.46
2000,49197,Santa Clara de Avedillo,16.8204,15.52
2001,49197,Santa Clara de Avedillo,16.8204,15.22
2002,49197,Santa Clara de Avedillo,16.8204,15.16
2003,49197,Santa Clara de Avedillo,16.8204,14.8
2004,49197,Santa Clara de Avedillo,16.8204,14.27
2005,49197,Santa Clara de Avedillo,16.8204,14.21
2006,49197,Santa Clara de Avedillo,16.8204,13.44
2007,49197,Santa Clara de Avedillo,16.8204,13.08
2008,49197,Santa Clara de Avedillo,16.8204,12.72
2009,49197,Santa Clara de Avedillo,16.8204,12.48
2010,49197,Santa Clara de Avedillo,16.8204,11.95
2011,49197,Santa Clara de Avedillo,16.8204,11.95
2012,49197,Santa Clara de Avedillo,16.8204,11.41
2013,49197,Santa Clara de Avedillo,16.8204,11.0
2014,49197,Santa Clara de Avedillo,16.8204,11.12
2015,49197,Santa Clara de Avedillo,16.8204,10.7
2016,49197,Santa Clara de Avedillo,16.8204,10.7
2017,49197,Santa Clara de Avedillo,16.8204,10.46
2018,49197,Santa Clara de Avedillo,16.8204,10.11
2019,49197,Santa Clara de Avedillo,16.8204,9.99
2020,49197,Santa Clara de Avedillo,16.8204,9.39
2021,49197,Santa Clara de Avedillo,16.8204,9.33
2022,49197,Santa Clara de Avedillo,16.8204,9.69
2023,49197,Santa Clara de Avedillo,16.8204,10.05
2024,49197,Santa Clara de Avedillo,16.8204,9.45
1996,49199,Santa Colomba de las Monjas,6.7952,52.83
1998,49199,Santa Colomba de las Monjas,6.7952,51.21
1999,49199,Santa Colomba de las Monjas,6.7952,49.59
2000,49199,Santa Colomba de las Monjas,6.7952,48.71
2001,49199,Santa Colomba de las Monjas,6.7952,48.56
2002,49199,Santa Colomba de las Monjas,6.7952,47.97
2003,49199,Santa Colomba de las Monjas,6.7952,46.8
2004,49199,Santa Colomba de las Monjas,6.7952,46.65
2005,49199,Santa Colomba de las Monjas,6.7952,46.8
2006,49199,Santa Colomba de las Monjas,6.7952,44.59
2007,49199,Santa Colomba de las Monjas,6.7952,44.74
2008,49199,Santa Colomba de las Monjas,6.7952,44.59
2009,49199,Santa Colomba de las Monjas,6.7952,43.27
2010,49199,Santa Colomba de las Monjas,6.7952,44.15
2011,49199,Santa Colomba de las Monjas,6.7952,43.71
2012,49199,Santa Colomba de las Monjas,6.7952,42.97
2013,49199,Santa Colomba de las Monjas,6.7952,42.82
2014,49199,Santa Colomba de las Monjas,6.7952,41.5
2015,49199,Santa Colomba de las Monjas,6.7952,41.35
2016,49199,Santa Colomba de las Monjas,6.7952,40.62
2017,49199,Santa Colomba de las Monjas,6.7952,39.73
2018,49199,Santa Colomba de las Monjas,6.7952,38.56
2019,49199,Santa Colomba de las Monjas,6.7952,38.41
2020,49199,Santa Colomba de las Monjas,6.7952,37.53
2021,49199,Santa Colomba de las Monjas,6.7952,36.2
2022,49199,Santa Colomba de las Monjas,6.7952,36.2
2023,49199,Santa Colomba de las Monjas,6.7952,35.02
2024,49199,Santa Colomba de las Monjas,6.7952,34.14
1996,49200,Santa Cristina de la Polvorosa,38.9544,33.73
1998,49200,Santa Cristina de la Polvorosa,38.9544,33.17
1999,49200,Santa Cristina de la Polvorosa,38.9544,33.22
2000,49200,Santa Cristina de la Polvorosa,38.9544,32.83
2001,49200,Santa Cristina de la Polvorosa,38.9544,32.53
2002,49200,Santa Cristina de la Polvorosa,38.9544,32.6
2003,49200,Santa Cristina de la Polvorosa,38.9544,32.45
2004,49200,Santa Cristina de la Polvorosa,38.9544,31.7
2005,49200,Santa Cristina de la Polvorosa,38.9544,31.42
2006,49200,Santa Cristina de la Polvorosa,38.9544,31.27
2007,49200,Santa Cristina de la Polvorosa,38.9544,31.32
2008,49200,Santa Cristina de la Polvorosa,38.9544,31.14
2009,49200,Santa Cristina de la Polvorosa,38.9544,30.93
2010,49200,Santa Cristina de la Polvorosa,38.9544,30.78
2011,49200,Santa Cristina de la Polvorosa,38.9544,29.98
2012,49200,Santa Cristina de la Polvorosa,38.9544,29.8
2013,49200,Santa Cristina de la Polvorosa,38.9544,28.96
2014,49200,Santa Cristina de la Polvorosa,38.9544,28.88
2015,49200,Santa Cristina de la Polvorosa,38.9544,28.37
2016,49200,Santa Cristina de la Polvorosa,38.9544,27.93
2017,49200,Santa Cristina de la Polvorosa,38.9544,27.9
2018,49200,Santa Cristina de la Polvorosa,38.9544,27.6
2019,49200,Santa Cristina de la Polvorosa,38.9544,27.44
2020,49200,Santa Cristina de la Polvorosa,38.9544,27.55
2021,49200,Santa Cristina de la Polvorosa,38.9544,27.47
2022,49200,Santa Cristina de la Polvorosa,38.9544,27.37
2023,49200,Santa Cristina de la Polvorosa,38.9544,26.67
2024,49200,Santa Cristina de la Polvorosa,38.9544,26.36
1996,49201,Santa Croya de Tera,21.1774,24.13
1998,49201,Santa Croya de Tera,21.1774,23.8
1999,49201,Santa Croya de Tera,21.1774,23.52
2000,49201,Santa Croya de Tera,21.1774,22.85
2001,49201,Santa Croya de Tera,21.1774,22.34
2002,49201,Santa Croya de Tera,21.1774,21.82
2003,49201,Santa Croya de Tera,21.1774,21.34
2004,49201,Santa Croya de Tera,21.1774,19.93
2005,49201,Santa Croya de Tera,21.1774,19.93
2006,49201,Santa Croya de Tera,21.1774,19.6
2007,49201,Santa Croya de Tera,21.1774,19.12
2008,49201,Santa Croya de Tera,21.1774,18.75
2009,49201,Santa Croya de Tera,21.1774,18.32
2010,49201,Santa Croya de Tera,21.1774,17.47
2011,49201,Santa Croya de Tera,21.1774,16.9
2012,49201,Santa Croya de Tera,21.1774,16.43
2013,49201,Santa Croya de Tera,21.1774,16.24
2014,49201,Santa Croya de Tera,21.1774,15.82
2015,49201,Santa Croya de Tera,21.1774,15.39
2016,49201,Santa Croya de Tera,21.1774,15.2
2017,49201,Santa Croya de Tera,21.1774,14.92
2018,49201,Santa Croya de Tera,21.1774,14.5
2019,49201,Santa Croya de Tera,21.1774,14.12
2020,49201,Santa Croya de Tera,21.1774,14.02
2021,49201,Santa Croya de Tera,21.1774,13.69
2022,49201,Santa Croya de Tera,21.1774,13.74
2023,49201,Santa Croya de Tera,21.1774,12.66
2024,49201,Santa Croya de Tera,21.1774,12.28
1996,49202,Santa Eufemia del Barco,51.8733,5.92
1998,49202,Santa Eufemia del Barco,51.8733,5.88
1999,49202,Santa Eufemia del Barco,51.8733,5.92
2000,49202,Santa Eufemia del Barco,51.8733,5.73
2001,49202,Santa Eufemia del Barco,51.8733,5.63
2002,49202,Santa Eufemia del Barco,51.8733,5.65
2003,49202,Santa Eufemia del Barco,51.8733,5.47
2004,49202,Santa Eufemia del Barco,51.8733,5.38
2005,49202,Santa Eufemia del Barco,51.8733,5.26
2006,49202,Santa Eufemia del Barco,51.8733,5.2
2007,49202,Santa Eufemia del Barco,51.8733,4.99
2008,49202,Santa Eufemia del Barco,51.8733,4.78
2009,49202,Santa Eufemia del Barco,51.8733,4.76
2010,49202,Santa Eufemia del Barco,51.8733,4.7
2011,49202,Santa Eufemia del Barco,51.8733,4.47
2012,49202,Santa Eufemia del Barco,51.8733,4.2
2013,49202,Santa Eufemia del Barco,51.8733,4.01
2014,49202,Santa Eufemia del Barco,51.8733,3.84
2015,49202,Santa Eufemia del Barco,51.8733,3.8
2016,49202,Santa Eufemia del Barco,51.8733,3.64
2017,49202,Santa Eufemia del Barco,51.8733,3.6
2018,49202,Santa Eufemia del Barco,51.8733,3.55
2019,49202,Santa Eufemia del Barco,51.8733,3.41
2020,49202,Santa Eufemia del Barco,51.8733,3.37
2021,49202,Santa Eufemia del Barco,51.8733,3.41
2022,49202,Santa Eufemia del Barco,51.8733,3.35
2023,49202,Santa Eufemia del Barco,51.8733,3.43
2024,49202,Santa Eufemia del Barco,51.8733,3.26
1996,49203,Santa María de la Vega,17.8912,29.79
1998,49203,Santa María de la Vega,17.8912,28.45
1999,49203,Santa María de la Vega,17.8912,28.45
2000,49203,Santa María de la Vega,17.8912,28.11
2001,49203,Santa María de la Vega,17.8912,27.5
2002,49203,Santa María de la Vega,17.8912,26.94
2003,49203,Santa María de la Vega,17.8912,26.27
2004,49203,Santa María de la Vega,17.8912,26.55
2005,49203,Santa María de la Vega,17.8912,25.71
2006,49203,Santa María de la Vega,17.8912,24.59
2007,49203,Santa María de la Vega,17.8912,24.03
2008,49203,Santa María de la Vega,17.8912,23.2
2009,49203,Santa María de la Vega,17.8912,22.92
2010,49203,Santa María de la Vega,17.8912,22.36
2011,49203,Santa María de la Vega,17.8912,21.41
2012,49203,Santa María de la Vega,17.8912,20.68
2013,49203,Santa María de la Vega,17.8912,19.84
2014,49203,Santa María de la Vega,17.8912,19.56
2015,49203,Santa María de la Vega,17.8912,19.67
2016,49203,Santa María de la Vega,17.8912,19.12
2017,49203,Santa María de la Vega,17.8912,18.33
2018,49203,Santa María de la Vega,17.8912,17.22
2019,49203,Santa María de la Vega,17.8912,17.38
2020,49203,Santa María de la Vega,17.8912,16.38
2021,49203,Santa María de la Vega,17.8912,16.15
2022,49203,Santa María de la Vega,17.8912,15.99
2023,49203,Santa María de la Vega,17.8912,16.38
2024,49203,Santa María de la Vega,17.8912,16.21
1996,49204,Santa María de Valverde,9.7543,11.07
1998,49204,Santa María de Valverde,9.7543,11.17
1999,49204,Santa María de Valverde,9.7543,10.66
2000,49204,Santa María de Valverde,9.7543,10.15
2001,49204,Santa María de Valverde,9.7543,10.35
2002,49204,Santa María de Valverde,9.7543,10.15
2003,49204,Santa María de Valverde,9.7543,10.05
2004,49204,Santa María de Valverde,9.7543,9.74
2005,49204,Santa María de Valverde,9.7543,9.33
2006,49204,Santa María de Valverde,9.7543,9.84
2007,49204,Santa María de Valverde,9.7543,9.33
2008,49204,Santa María de Valverde,9.7543,9.23
2009,49204,Santa María de Valverde,9.7543,9.23
2010,49204,Santa María de Valverde,9.7543,8.71
2011,49204,Santa María de Valverde,9.7543,8.2
2012,49204,Santa María de Valverde,9.7543,8.51
2013,49204,Santa María de Valverde,9.7543,7.69
2014,49204,Santa María de Valverde,9.7543,7.07
2015,49204,Santa María de Valverde,9.7543,6.66
2016,49204,Santa María de Valverde,9.7543,6.15
2017,49204,Santa María de Valverde,9.7543,5.84
2018,49204,Santa María de Valverde,9.7543,5.64
2019,49204,Santa María de Valverde,9.7543,5.74
2020,49204,Santa María de Valverde,9.7543,6.05
2021,49204,Santa María de Valverde,9.7543,5.54
2022,49204,Santa María de Valverde,9.7543,5.95
2023,49204,Santa María de Valverde,9.7543,5.33
2024,49204,Santa María de Valverde,9.7543,5.23
1996,49205,Santibáñez de Tera,18.9644,33.06
1998,49205,Santibáñez de Tera,18.9644,31.06
1999,49205,Santibáñez de Tera,18.9644,31.22
2000,49205,Santibáñez de Tera,18.9644,31.9
2001,49205,Santibáñez de Tera,18.9644,32.22
2002,49205,Santibáñez de Tera,18.9644,31.69
2003,49205,Santibáñez de Tera,18.9644,32.69
2004,49205,Santibáñez de Tera,18.9644,31.9
2005,49205,Santibáñez de Tera,18.9644,30.79
2006,49205,Santibáñez de Tera,18.9644,29.48
2007,49205,Santibáñez de Tera,18.9644,28.58
2008,49205,Santibáñez de Tera,18.9644,27.05
2009,49205,Santibáñez de Tera,18.9644,26.0
2010,49205,Santibáñez de Tera,18.9644,25.79
2011,49205,Santibáñez de Tera,18.9644,24.99
2012,49205,Santibáñez de Tera,18.9644,23.73
2013,49205,Santibáñez de Tera,18.9644,23.04
2014,49205,Santibáñez de Tera,18.9644,22.15
2015,49205,Santibáñez de Tera,18.9644,21.67
2016,49205,Santibáñez de Tera,18.9644,21.09
2017,49205,Santibáñez de Tera,18.9644,20.72
2018,49205,Santibáñez de Tera,18.9644,20.51
2019,49205,Santibáñez de Tera,18.9644,20.2
2020,49205,Santibáñez de Tera,18.9644,19.4
2021,49205,Santibáñez de Tera,18.9644,19.46
2022,49205,Santibáñez de Tera,18.9644,18.98
2023,49205,Santibáñez de Tera,18.9644,18.3
2024,49205,Santibáñez de Tera,18.9644,18.88
1996,49206,Santibáñez de Vidriales,75.9337,18.92
1998,49206,Santibáñez de Vidriales,75.9337,18.5
1999,49206,Santibáñez de Vidriales,75.9337,18.67
2000,49206,Santibáñez de Vidriales,75.9337,18.49
2001,49206,Santibáñez de Vidriales,75.9337,17.95
2002,49206,Santibáñez de Vidriales,75.9337,17.82
2003,49206,Santibáñez de Vidriales,75.9337,17.57
2004,49206,Santibáñez de Vidriales,75.9337,16.95
2005,49206,Santibáñez de Vidriales,75.9337,16.46
2006,49206,Santibáñez de Vidriales,75.9337,15.92
2007,49206,Santibáñez de Vidriales,75.9337,15.58
2008,49206,Santibáñez de Vidriales,75.9337,15.75
2009,49206,Santibáñez de Vidriales,75.9337,15.78
2010,49206,Santibáñez de Vidriales,75.9337,15.58
2011,49206,Santibáñez de Vidriales,75.9337,15.3
2012,49206,Santibáñez de Vidriales,75.9337,15.01
2013,49206,Santibáñez de Vidriales,75.9337,14.39
2014,49206,Santibáñez de Vidriales,75.9337,14.05
2015,49206,Santibáñez de Vidriales,75.9337,13.75
2016,49206,Santibáñez de Vidriales,75.9337,13.45
2017,49206,Santibáñez de Vidriales,75.9337,13.14
2018,49206,Santibáñez de Vidriales,75.9337,12.87
2019,49206,Santibáñez de Vidriales,75.9337,12.62
2020,49206,Santibáñez de Vidriales,75.9337,12.14
2021,49206,Santibáñez de Vidriales,75.9337,12.09
2022,49206,Santibáñez de Vidriales,75.9337,11.71
2023,49206,Santibáñez de Vidriales,75.9337,11.23
2024,49206,Santibáñez de Vidriales,75.9337,11.11
1996,49207,Santovenia,32.877,14.05
1998,49207,Santovenia,32.877,13.41
1999,49207,Santovenia,32.877,13.2
2000,49207,Santovenia,32.877,13.11
2001,49207,Santovenia,32.877,12.53
2002,49207,Santovenia,32.877,11.92
2003,49207,Santovenia,32.877,11.62
2004,49207,Santovenia,32.877,11.16
2005,49207,Santovenia,32.877,10.68
2006,49207,Santovenia,32.877,10.28
2007,49207,Santovenia,32.877,9.73
2008,49207,Santovenia,32.877,9.92
2009,49207,Santovenia,32.877,9.92
2010,49207,Santovenia,32.877,9.85
2011,49207,Santovenia,32.877,9.64
2012,49207,Santovenia,32.877,9.25
2013,49207,Santovenia,32.877,9.06
2014,49207,Santovenia,32.877,8.64
2015,49207,Santovenia,32.877,8.55
2016,49207,Santovenia,32.877,8.15
2017,49207,Santovenia,32.877,8.3
2018,49207,Santovenia,32.877,7.88
2019,49207,Santovenia,32.877,7.33
2020,49207,Santovenia,32.877,7.15
2021,49207,Santovenia,32.877,7.15
2022,49207,Santovenia,32.877,7.03
2023,49207,Santovenia,32.877,7.39
2024,49207,Santovenia,32.877,6.9
1996,49208,San Vicente de la Cabeza,53.0779,12.72
1998,49208,San Vicente de la Cabeza,53.0779,12.21
1999,49208,San Vicente de la Cabeza,53.0779,11.98
2000,49208,San Vicente de la Cabeza,53.0779,11.83
2001,49208,San Vicente de la Cabeza,53.0779,11.55
2002,49208,San Vicente de la Cabeza,53.0779,11.15
2003,49208,San Vicente de la Cabeza,53.0779,10.89
2004,49208,San Vicente de la Cabeza,53.0779,10.53
2005,49208,San Vicente de la Cabeza,53.0779,10.12
2006,49208,San Vicente de la Cabeza,53.0779,9.87
2007,49208,San Vicente de la Cabeza,53.0779,9.67
2008,49208,San Vicente de la Cabeza,53.0779,9.38
2009,49208,San Vicente de la Cabeza,53.0779,9.06
2010,49208,San Vicente de la Cabeza,53.0779,8.89
2011,49208,San Vicente de la Cabeza,53.0779,8.85
2012,49208,San Vicente de la Cabeza,53.0779,8.78
2013,49208,San Vicente de la Cabeza,53.0779,8.52
2014,49208,San Vicente de la Cabeza,53.0779,8.46
2015,49208,San Vicente de la Cabeza,53.0779,8.04
2016,49208,San Vicente de la Cabeza,53.0779,7.86
2017,49208,San Vicente de la Cabeza,53.0779,7.59
2018,49208,San Vicente de la Cabeza,53.0779,7.44
2019,49208,San Vicente de la Cabeza,53.0779,7.12
2020,49208,San Vicente de la Cabeza,53.0779,6.73
2021,49208,San Vicente de la Cabeza,53.0779,6.59
2022,49208,San Vicente de la Cabeza,53.0779,6.33
2023,49208,San Vicente de la Cabeza,53.0779,6.07
2024,49208,San Vicente de la Cabeza,53.0779,6.09
1996,49209,San Vitero,64.2994,12.41
1998,49209,San Vitero,64.2994,11.8
1999,49209,San Vitero,64.2994,11.57
2000,49209,San Vitero,64.2994,11.31
2001,49209,San Vitero,64.2994,11.17
2002,49209,San Vitero,64.2994,10.89
2003,49209,San Vitero,64.2994,10.65
2004,49209,San Vitero,64.2994,10.53
2005,49209,San Vitero,64.2994,10.42
2006,49209,San Vitero,64.2994,10.4
2007,49209,San Vitero,64.2994,10.25
2008,49209,San Vitero,64.2994,10.4
2009,49209,San Vitero,64.2994,10.4
2010,49209,San Vitero,64.2994,10.11
2011,49209,San Vitero,64.2994,9.84
2012,49209,San Vitero,64.2994,9.61
2013,49209,San Vitero,64.2994,9.33
2014,49209,San Vitero,64.2994,8.99
2015,49209,San Vitero,64.2994,8.76
2016,49209,San Vitero,64.2994,8.44
2017,49209,San Vitero,64.2994,8.3
2018,49209,San Vitero,64.2994,8.09
2019,49209,San Vitero,64.2994,8.02
2020,49209,San Vitero,64.2994,7.65
2021,49209,San Vitero,64.2994,7.36
2022,49209,San Vitero,64.2994,6.98
2023,49209,San Vitero,64.2994,6.95
2024,49209,San Vitero,64.2994,6.67
1996,49210,Sanzoles,25.6651,28.4
1998,49210,Sanzoles,25.6651,27.9
1999,49210,Sanzoles,25.6651,27.94
2000,49210,Sanzoles,25.6651,27.55
2001,49210,Sanzoles,25.6651,26.92
2002,49210,Sanzoles,25.6651,26.46
2003,49210,Sanzoles,25.6651,25.52
2004,49210,Sanzoles,25.6651,25.17
2005,49210,Sanzoles,25.6651,24.98
2006,49210,Sanzoles,25.6651,24.78
2007,49210,Sanzoles,25.6651,23.88
2008,49210,Sanzoles,25.6651,24.47
2009,49210,Sanzoles,25.6651,24.04
2010,49210,Sanzoles,25.6651,23.38
2011,49210,Sanzoles,25.6651,22.48
2012,49210,Sanzoles,25.6651,22.25
2013,49210,Sanzoles,25.6651,21.47
2014,49210,Sanzoles,25.6651,21.78
2015,49210,Sanzoles,25.6651,21.66
2016,49210,Sanzoles,25.6651,21.0
2017,49210,Sanzoles,25.6651,20.42
2018,49210,Sanzoles,25.6651,19.72
2019,49210,Sanzoles,25.6651,19.17
2020,49210,Sanzoles,25.6651,18.94
2021,49210,Sanzoles,25.6651,18.35
2022,49210,Sanzoles,25.6651,18.2
2023,49210,Sanzoles,25.6651,18.35
2024,49210,Sanzoles,25.6651,18.16
1996,49214,Tábara,112.7663,8.75
1998,49214,Tábara,112.7663,8.69
1999,49214,Tábara,112.7663,8.73
2000,49214,Tábara,112.7663,8.55
2001,49214,Tábara,112.7663,8.39
2002,49214,Tábara,112.7663,8.59
2003,49214,Tábara,112.7663,8.67
2004,49214,Tábara,112.7663,8.42
2005,49214,Tábara,112.7663,8.29
2006,49214,Tábara,112.7663,8.56
2007,49214,Tábara,112.7663,8.3
2008,49214,Tábara,112.7663,7.91
2009,49214,Tábara,112.7663,8.01
2010,49214,Tábara,112.7663,7.9
2011,49214,Tábara,112.7663,7.79
2012,49214,Tábara,112.7663,7.43
2013,49214,Tábara,112.7663,7.45
2014,49214,Tábara,112.7663,7.71
2015,49214,Tábara,112.7663,7.38
2016,49214,Tábara,112.7663,7.07
2017,49214,Tábara,112.7663,6.98
2018,49214,Tábara,112.7663,6.76
2019,49214,Tábara,112.7663,6.62
2020,49214,Tábara,112.7663,6.56
2021,49214,Tábara,112.7663,6.66
2022,49214,Tábara,112.7663,6.59
2023,49214,Tábara,112.7663,6.73
2024,49214,Tábara,112.7663,6.63
1996,49216,Tapioles,27.6498,9.33
1998,49216,Tapioles,27.6498,9.08
1999,49216,Tapioles,27.6498,9.26
2000,49216,Tapioles,27.6498,8.93
2001,49216,Tapioles,27.6498,8.9
2002,49216,Tapioles,27.6498,8.5
2003,49216,Tapioles,27.6498,8.28
2004,49216,Tapioles,27.6498,7.81
2005,49216,Tapioles,27.6498,7.78
2006,49216,Tapioles,27.6498,7.63
2007,49216,Tapioles,27.6498,7.31
2008,49216,Tapioles,27.6498,7.09
2009,49216,Tapioles,27.6498,7.09
2010,49216,Tapioles,27.6498,6.94
2011,49216,Tapioles,27.6498,6.69
2012,49216,Tapioles,27.6498,6.51
2013,49216,Tapioles,27.6498,6.4
2014,49216,Tapioles,27.6498,6.22
2015,49216,Tapioles,27.6498,6.0
2016,49216,Tapioles,27.6498,5.93
2017,49216,Tapioles,27.6498,5.79
2018,49216,Tapioles,27.6498,5.71
2019,49216,Tapioles,27.6498,5.42
2020,49216,Tapioles,27.6498,5.46
2021,49216,Tapioles,27.6498,5.03
2022,49216,Tapioles,27.6498,4.95
2023,49216,Tapioles,27.6498,4.81
2024,49216,Tapioles,27.6498,4.48
1996,49219,Toro,324.9294,30.23
1998,49219,Toro,324.9294,29.61
1999,49219,Toro,324.9294,28.92
2000,49219,Toro,324.9294,28.7
2001,49219,Toro,324.9294,28.39
2002,49219,Toro,324.9294,27.94
2003,49219,Toro,324.9294,28.21
2004,49219,Toro,324.9294,28.92
2005,49219,Toro,324.9294,29.13
2006,49219,Toro,324.9294,29.75
2007,49219,Toro,324.9294,29.97
2008,49219,Toro,324.9294,30.31
2009,49219,Toro,324.9294,30.23
2010,49219,Toro,324.9294,30.0
2011,49219,Toro,324.9294,29.7
2012,49219,Toro,324.9294,29.63
2013,49219,Toro,324.9294,28.99
2014,49219,Toro,324.9294,28.64
2015,49219,Toro,324.9294,28.36
2016,49219,Toro,324.9294,28.05
2017,49219,Toro,324.9294,27.62
2018,49219,Toro,324.9294,27.05
2019,49219,Toro,324.9294,26.82
2020,49219,Toro,324.9294,26.67
2021,49219,Toro,324.9294,26.26
2022,49219,Toro,324.9294,26.0
2023,49219,Toro,324.9294,25.69
2024,49219,Toro,324.9294,25.76
1996,49220,"Torre del Valle, La",16.4815,12.13
1998,49220,"Torre del Valle, La",16.4815,11.83
1999,49220,"Torre del Valle, La",16.4815,11.59
2000,49220,"Torre del Valle, La",16.4815,11.65
2001,49220,"Torre del Valle, La",16.4815,11.22
2002,49220,"Torre del Valle, La",16.4815,11.22
2003,49220,"Torre del Valle, La",16.4815,11.29
2004,49220,"Torre del Valle, La",16.4815,11.22
2005,49220,"Torre del Valle, La",16.4815,11.1
2006,49220,"Torre del Valle, La",16.4815,11.29
2007,49220,"Torre del Valle, La",16.4815,11.77
2008,49220,"Torre del Valle, La",16.4815,11.16
