Year,Mun_Code,Mun,Area_km2,Pop_Density
2023,05162,Navalperal de Tormes,60.9671,1.36
2024,05162,Navalperal de Tormes,60.9671,1.26
1996,05163,Navaluenga,73.5095,27.67
1998,05163,Navaluenga,73.5095,27.33
1999,05163,Navaluenga,73.5095,27.33
2000,05163,Navaluenga,73.5095,27.41
2001,05163,Navaluenga,73.5095,27.64
2002,05163,Navaluenga,73.5095,27.77
2003,05163,Navaluenga,73.5095,27.91
2004,05163,Navaluenga,73.5095,28.4
2005,05163,Navaluenga,73.5095,29.15
2006,05163,Navaluenga,73.5095,29.9
2007,05163,Navaluenga,73.5095,30.76
2008,05163,Navaluenga,73.5095,31.25
2009,05163,Navaluenga,73.5095,30.54
2010,05163,Navaluenga,73.5095,30.02
2011,05163,Navaluenga,73.5095,29.79
2012,05163,Navaluenga,73.5095,29.28
2013,05163,Navaluenga,73.5095,28.24
2014,05163,Navaluenga,73.5095,27.57
2015,05163,Navaluenga,73.5095,27.44
2016,05163,Navaluenga,73.5095,26.76
2017,05163,Navaluenga,73.5095,25.87
2018,05163,Navaluenga,73.5095,25.55
2019,05163,Navaluenga,73.5095,26.58
2020,05163,Navaluenga,73.5095,27.45
2021,05163,Navaluenga,73.5095,29.04
2022,05163,Navaluenga,73.5095,29.06
2023,05163,Navaluenga,73.5095,29.44
2024,05163,Navaluenga,73.5095,29.55
1996,05164,Navaquesera,9.1944,4.79
1998,05164,Navaquesera,9.1944,7.4
1999,05164,Navaquesera,9.1944,6.96
2000,05164,Navaquesera,9.1944,6.74
2001,05164,Navaquesera,9.1944,6.42
2002,05164,Navaquesera,9.1944,5.98
2003,05164,Navaquesera,9.1944,5.33
2004,05164,Navaquesera,9.1944,5.11
2005,05164,Navaquesera,9.1944,4.57
2006,05164,Navaquesera,9.1944,4.13
2007,05164,Navaquesera,9.1944,4.57
2008,05164,Navaquesera,9.1944,4.24
2009,05164,Navaquesera,9.1944,3.48
2010,05164,Navaquesera,9.1944,3.48
2011,05164,Navaquesera,9.1944,3.81
2012,05164,Navaquesera,9.1944,3.59
2013,05164,Navaquesera,9.1944,3.59
2014,05164,Navaquesera,9.1944,3.05
2015,05164,Navaquesera,9.1944,2.83
2016,05164,Navaquesera,9.1944,2.61
2017,05164,Navaquesera,9.1944,2.28
2018,05164,Navaquesera,9.1944,1.74
2019,05164,Navaquesera,9.1944,1.74
2020,05164,Navaquesera,9.1944,1.74
2021,05164,Navaquesera,9.1944,2.39
2022,05164,Navaquesera,9.1944,2.61
2023,05164,Navaquesera,9.1944,4.35
2024,05164,Navaquesera,9.1944,4.68
1996,05165,Navarredonda de Gredos,78.8084,6.12
1998,05165,Navarredonda de Gredos,78.8084,6.17
1999,05165,Navarredonda de Gredos,78.8084,6.34
2000,05165,Navarredonda de Gredos,78.8084,6.26
2001,05165,Navarredonda de Gredos,78.8084,6.2
2002,05165,Navarredonda de Gredos,78.8084,5.91
2003,05165,Navarredonda de Gredos,78.8084,5.98
2004,05165,Navarredonda de Gredos,78.8084,5.95
2005,05165,Navarredonda de Gredos,78.8084,6.01
2006,05165,Navarredonda de Gredos,78.8084,5.95
2007,05165,Navarredonda de Gredos,78.8084,5.96
2008,05165,Navarredonda de Gredos,78.8084,5.88
2009,05165,Navarredonda de Gredos,78.8084,5.85
2010,05165,Navarredonda de Gredos,78.8084,6.15
2011,05165,Navarredonda de Gredos,78.8084,5.99
2012,05165,Navarredonda de Gredos,78.8084,6.15
2013,05165,Navarredonda de Gredos,78.8084,5.93
2014,05165,Navarredonda de Gredos,78.8084,6.24
2015,05165,Navarredonda de Gredos,78.8084,6.0
2016,05165,Navarredonda de Gredos,78.8084,5.81
2017,05165,Navarredonda de Gredos,78.8084,5.77
2018,05165,Navarredonda de Gredos,78.8084,5.51
2019,05165,Navarredonda de Gredos,78.8084,5.51
2020,05165,Navarredonda de Gredos,78.8084,5.46
2021,05165,Navarredonda de Gredos,78.8084,5.38
2022,05165,Navarredonda de Gredos,78.8084,5.44
2023,05165,Navarredonda de Gredos,78.8084,5.61
2024,05165,Navarredonda de Gredos,78.8084,5.66
1996,05166,Navarredondilla,20.2659,15.2
1998,05166,Navarredondilla,20.2659,15.0
1999,05166,Navarredondilla,20.2659,16.18
2000,05166,Navarredondilla,20.2659,15.79
2001,05166,Navarredondilla,20.2659,15.2
2002,05166,Navarredondilla,20.2659,14.36
2003,05166,Navarredondilla,20.2659,13.17
2004,05166,Navarredondilla,20.2659,12.39
2005,05166,Navarredondilla,20.2659,13.52
2006,05166,Navarredondilla,20.2659,13.47
2007,05166,Navarredondilla,20.2659,14.9
2008,05166,Navarredondilla,20.2659,12.58
2009,05166,Navarredondilla,20.2659,12.14
2010,05166,Navarredondilla,20.2659,12.48
2011,05166,Navarredondilla,20.2659,13.32
2012,05166,Navarredondilla,20.2659,13.52
2013,05166,Navarredondilla,20.2659,12.14
2014,05166,Navarredondilla,20.2659,11.4
2015,05166,Navarredondilla,20.2659,10.71
2016,05166,Navarredondilla,20.2659,9.62
2017,05166,Navarredondilla,20.2659,9.08
2018,05166,Navarredondilla,20.2659,8.29
2019,05166,Navarredondilla,20.2659,8.49
2020,05166,Navarredondilla,20.2659,8.73
2021,05166,Navarredondilla,20.2659,8.64
2022,05166,Navarredondilla,20.2659,7.7
2023,05166,Navarredondilla,20.2659,8.83
2024,05166,Navarredondilla,20.2659,7.8
1996,05167,Navarrevisca,39.9859,10.88
1998,05167,Navarrevisca,39.9859,10.05
1999,05167,Navarrevisca,39.9859,10.05
2000,05167,Navarrevisca,39.9859,9.53
2001,05167,Navarrevisca,39.9859,9.28
2002,05167,Navarrevisca,39.9859,9.23
2003,05167,Navarrevisca,39.9859,9.6
2004,05167,Navarrevisca,39.9859,9.95
2005,05167,Navarrevisca,39.9859,9.6
2006,05167,Navarrevisca,39.9859,9.4
2007,05167,Navarrevisca,39.9859,9.28
2008,05167,Navarrevisca,39.9859,9.23
2009,05167,Navarrevisca,39.9859,8.5
2010,05167,Navarrevisca,39.9859,8.33
2011,05167,Navarrevisca,39.9859,8.23
2012,05167,Navarrevisca,39.9859,7.8
2013,05167,Navarrevisca,39.9859,7.38
2014,05167,Navarrevisca,39.9859,7.38
2015,05167,Navarrevisca,39.9859,7.68
2016,05167,Navarrevisca,39.9859,7.3
2017,05167,Navarrevisca,39.9859,7.13
2018,05167,Navarrevisca,39.9859,6.98
2019,05167,Navarrevisca,39.9859,6.53
2020,05167,Navarrevisca,39.9859,6.4
2021,05167,Navarrevisca,39.9859,6.8
2022,05167,Navarrevisca,39.9859,7.23
2023,05167,Navarrevisca,39.9859,7.6
2024,05167,Navarrevisca,39.9859,7.48
1996,05168,"Navas del Marqués, Las",98.1317,44.29
1998,05168,"Navas del Marqués, Las",98.1317,43.97
1999,05168,"Navas del Marqués, Las",98.1317,43.33
2000,05168,"Navas del Marqués, Las",98.1317,43.53
2001,05168,"Navas del Marqués, Las",98.1317,43.9
2002,05168,"Navas del Marqués, Las",98.1317,44.37
2003,05168,"Navas del Marqués, Las",98.1317,47.38
2004,05168,"Navas del Marqués, Las",98.1317,49.26
2005,05168,"Navas del Marqués, Las",98.1317,52.1
2006,05168,"Navas del Marqués, Las",98.1317,51.95
2007,05168,"Navas del Marqués, Las",98.1317,54.4
2008,05168,"Navas del Marqués, Las",98.1317,58.32
2009,05168,"Navas del Marqués, Las",98.1317,58.94
2010,05168,"Navas del Marqués, Las",98.1317,58.8
2011,05168,"Navas del Marqués, Las",98.1317,59.55
2012,05168,"Navas del Marqués, Las",98.1317,58.37
2013,05168,"Navas del Marqués, Las",98.1317,57.15
2014,05168,"Navas del Marqués, Las",98.1317,56.25
2015,05168,"Navas del Marqués, Las",98.1317,55.23
2016,05168,"Navas del Marqués, Las",98.1317,53.72
2017,05168,"Navas del Marqués, Las",98.1317,52.86
2018,05168,"Navas del Marqués, Las",98.1317,52.37
2019,05168,"Navas del Marqués, Las",98.1317,52.16
2020,05168,"Navas del Marqués, Las",98.1317,52.44
2021,05168,"Navas del Marqués, Las",98.1317,53.31
2022,05168,"Navas del Marqués, Las",98.1317,53.68
2023,05168,"Navas del Marqués, Las",98.1317,54.64
2024,05168,"Navas del Marqués, Las",98.1317,56.96
1996,05169,Navatalgordo,20.0817,21.06
1998,05169,Navatalgordo,20.0817,17.53
1999,05169,Navatalgordo,20.0817,17.23
2000,05169,Navatalgordo,20.0817,21.06
2001,05169,Navatalgordo,20.0817,19.22
2002,05169,Navatalgordo,20.0817,17.83
2003,05169,Navatalgordo,20.0817,15.44
2004,05169,Navatalgordo,20.0817,15.19
2005,05169,Navatalgordo,20.0817,14.84
2006,05169,Navatalgordo,20.0817,14.64
2007,05169,Navatalgordo,20.0817,14.49
2008,05169,Navatalgordo,20.0817,13.99
2009,05169,Navatalgordo,20.0817,13.89
2010,05169,Navatalgordo,20.0817,13.25
2011,05169,Navatalgordo,20.0817,12.75
2012,05169,Navatalgordo,20.0817,12.7
2013,05169,Navatalgordo,20.0817,11.65
2014,05169,Navatalgordo,20.0817,11.6
2015,05169,Navatalgordo,20.0817,11.9
2016,05169,Navatalgordo,20.0817,11.8
2017,05169,Navatalgordo,20.0817,11.6
2018,05169,Navatalgordo,20.0817,12.5
2019,05169,Navatalgordo,20.0817,11.6
2020,05169,Navatalgordo,20.0817,11.5
2021,05169,Navatalgordo,20.0817,12.1
2022,05169,Navatalgordo,20.0817,11.85
2023,05169,Navatalgordo,20.0817,11.85
2024,05169,Navatalgordo,20.0817,11.8
1996,05170,Navatejares,11.0838,11.01
1998,05170,Navatejares,11.0838,9.74
1999,05170,Navatejares,11.0838,9.56
2000,05170,Navatejares,11.0838,8.66
2001,05170,Navatejares,11.0838,8.39
2002,05170,Navatejares,11.0838,7.94
2003,05170,Navatejares,11.0838,6.77
2004,05170,Navatejares,11.0838,7.13
2005,05170,Navatejares,11.0838,7.04
2006,05170,Navatejares,11.0838,6.59
2007,05170,Navatejares,11.0838,6.86
2008,05170,Navatejares,11.0838,6.77
2009,05170,Navatejares,11.0838,6.68
2010,05170,Navatejares,11.0838,7.22
2011,05170,Navatejares,11.0838,6.32
2012,05170,Navatejares,11.0838,5.5
2013,05170,Navatejares,11.0838,4.96
2014,05170,Navatejares,11.0838,4.42
2015,05170,Navatejares,11.0838,4.87
2016,05170,Navatejares,11.0838,5.14
2017,05170,Navatejares,11.0838,4.87
2018,05170,Navatejares,11.0838,4.96
2019,05170,Navatejares,11.0838,4.96
2020,05170,Navatejares,11.0838,4.6
2021,05170,Navatejares,11.0838,4.96
2022,05170,Navatejares,11.0838,5.23
2023,05170,Navatejares,11.0838,4.96
2024,05170,Navatejares,11.0838,4.51
1996,05171,Neila de San Miguel,7.895,17.1
1998,05171,Neila de San Miguel,7.895,16.09
1999,05171,Neila de San Miguel,7.895,15.83
2000,05171,Neila de San Miguel,7.895,14.95
2001,05171,Neila de San Miguel,7.895,14.69
2002,05171,Neila de San Miguel,7.895,14.31
2003,05171,Neila de San Miguel,7.895,13.55
2004,05171,Neila de San Miguel,7.895,13.05
2005,05171,Neila de San Miguel,7.895,12.67
2006,05171,Neila de San Miguel,7.895,12.16
2007,05171,Neila de San Miguel,7.895,11.78
2008,05171,Neila de San Miguel,7.895,11.65
2009,05171,Neila de San Miguel,7.895,11.78
2010,05171,Neila de San Miguel,7.895,11.4
2011,05171,Neila de San Miguel,7.895,11.02
2012,05171,Neila de San Miguel,7.895,10.64
2013,05171,Neila de San Miguel,7.895,10.01
2014,05171,Neila de San Miguel,7.895,10.01
2015,05171,Neila de San Miguel,7.895,9.25
2016,05171,Neila de San Miguel,7.895,9.25
2017,05171,Neila de San Miguel,7.895,8.99
2018,05171,Neila de San Miguel,7.895,8.74
2019,05171,Neila de San Miguel,7.895,8.23
2020,05171,Neila de San Miguel,7.895,8.49
2021,05171,Neila de San Miguel,7.895,8.23
2022,05171,Neila de San Miguel,7.895,8.11
2023,05171,Neila de San Miguel,7.895,7.85
2024,05171,Neila de San Miguel,7.895,7.85
1996,05172,Niharra,11.2798,18.09
1998,05172,Niharra,11.2798,17.91
1999,05172,Niharra,11.2798,17.73
2000,05172,Niharra,11.2798,17.55
2001,05172,Niharra,11.2798,17.02
2002,05172,Niharra,11.2798,17.29
2003,05172,Niharra,11.2798,16.76
2004,05172,Niharra,11.2798,16.22
2005,05172,Niharra,11.2798,16.58
2006,05172,Niharra,11.2798,15.78
2007,05172,Niharra,11.2798,15.87
2008,05172,Niharra,11.2798,15.6
2009,05172,Niharra,11.2798,15.07
2010,05172,Niharra,11.2798,13.65
2011,05172,Niharra,11.2798,14.27
2012,05172,Niharra,11.2798,15.07
2013,05172,Niharra,11.2798,14.27
2014,05172,Niharra,11.2798,13.65
2015,05172,Niharra,11.2798,15.25
2016,05172,Niharra,11.2798,15.78
2017,05172,Niharra,11.2798,16.67
2018,05172,Niharra,11.2798,16.31
2019,05172,Niharra,11.2798,15.96
2020,05172,Niharra,11.2798,17.91
2021,05172,Niharra,11.2798,16.67
2022,05172,Niharra,11.2798,14.54
2023,05172,Niharra,11.2798,15.69
2024,05172,Niharra,11.2798,16.22
1996,05173,Ojos-Albos,43.1128,1.23
1998,05173,Ojos-Albos,43.1128,1.18
1999,05173,Ojos-Albos,43.1128,1.39
2000,05173,Ojos-Albos,43.1128,1.51
2001,05173,Ojos-Albos,43.1128,1.39
2002,05173,Ojos-Albos,43.1128,1.39
2003,05173,Ojos-Albos,43.1128,1.37
2004,05173,Ojos-Albos,43.1128,1.35
2005,05173,Ojos-Albos,43.1128,1.39
2006,05173,Ojos-Albos,43.1128,1.37
2007,05173,Ojos-Albos,43.1128,1.79
2008,05173,Ojos-Albos,43.1128,1.55
2009,05173,Ojos-Albos,43.1128,1.51
2010,05173,Ojos-Albos,43.1128,1.37
2011,05173,Ojos-Albos,43.1128,1.46
2012,05173,Ojos-Albos,43.1128,1.39
2013,05173,Ojos-Albos,43.1128,1.35
2014,05173,Ojos-Albos,43.1128,1.48
2015,05173,Ojos-Albos,43.1128,1.55
2016,05173,Ojos-Albos,43.1128,1.55
2017,05173,Ojos-Albos,43.1128,1.39
2018,05173,Ojos-Albos,43.1128,1.46
2019,05173,Ojos-Albos,43.1128,1.9
2020,05173,Ojos-Albos,43.1128,1.76
2021,05173,Ojos-Albos,43.1128,1.9
2022,05173,Ojos-Albos,43.1128,1.93
2023,05173,Ojos-Albos,43.1128,2.11
2024,05173,Ojos-Albos,43.1128,2.23
1996,05174,Orbita,14.3842,7.72
1998,05174,Orbita,14.3842,7.65
1999,05174,Orbita,14.3842,7.44
2000,05174,Orbita,14.3842,7.37
2001,05174,Orbita,14.3842,7.09
2002,05174,Orbita,14.3842,6.95
2003,05174,Orbita,14.3842,6.95
2004,05174,Orbita,14.3842,7.02
2005,05174,Orbita,14.3842,6.67
2006,05174,Orbita,14.3842,6.74
2007,05174,Orbita,14.3842,7.16
2008,05174,Orbita,14.3842,7.09
2009,05174,Orbita,14.3842,6.67
2010,05174,Orbita,14.3842,7.02
2011,05174,Orbita,14.3842,6.74
2012,05174,Orbita,14.3842,6.05
2013,05174,Orbita,14.3842,5.84
2014,05174,Orbita,14.3842,5.56
2015,05174,Orbita,14.3842,5.56
2016,05174,Orbita,14.3842,5.42
2017,05174,Orbita,14.3842,5.28
2018,05174,Orbita,14.3842,5.21
2019,05174,Orbita,14.3842,5.21
2020,05174,Orbita,14.3842,4.8
2021,05174,Orbita,14.3842,5.08
2022,05174,Orbita,14.3842,5.49
2023,05174,Orbita,14.3842,4.87
2024,05174,Orbita,14.3842,4.8
1996,05175,"Oso, El",18.4836,12.5
1998,05175,"Oso, El",18.4836,12.01
1999,05175,"Oso, El",18.4836,12.17
2000,05175,"Oso, El",18.4836,12.23
2001,05175,"Oso, El",18.4836,12.39
2002,05175,"Oso, El",18.4836,12.39
2003,05175,"Oso, El",18.4836,12.06
2004,05175,"Oso, El",18.4836,11.9
2005,05175,"Oso, El",18.4836,11.52
2006,05175,"Oso, El",18.4836,10.77
2007,05175,"Oso, El",18.4836,10.77
2008,05175,"Oso, El",18.4836,10.6
2009,05175,"Oso, El",18.4836,10.71
2010,05175,"Oso, El",18.4836,11.47
2011,05175,"Oso, El",18.4836,11.47
2012,05175,"Oso, El",18.4836,11.36
2013,05175,"Oso, El",18.4836,10.93
2014,05175,"Oso, El",18.4836,10.12
2015,05175,"Oso, El",18.4836,9.52
2016,05175,"Oso, El",18.4836,9.36
2017,05175,"Oso, El",18.4836,9.41
2018,05175,"Oso, El",18.4836,9.31
2019,05175,"Oso, El",18.4836,8.66
2020,05175,"Oso, El",18.4836,8.55
2021,05175,"Oso, El",18.4836,8.06
2022,05175,"Oso, El",18.4836,7.79
2023,05175,"Oso, El",18.4836,7.36
2024,05175,"Oso, El",18.4836,6.98
1996,05176,Padiernos,36.9832,7.03
1998,05176,Padiernos,36.9832,6.44
1999,05176,Padiernos,36.9832,6.3
2000,05176,Padiernos,36.9832,6.54
2001,05176,Padiernos,36.9832,6.73
2002,05176,Padiernos,36.9832,6.62
2003,05176,Padiernos,36.9832,6.27
2004,05176,Padiernos,36.9832,6.11
2005,05176,Padiernos,36.9832,6.03
2006,05176,Padiernos,36.9832,6.57
2007,05176,Padiernos,36.9832,6.79
2008,05176,Padiernos,36.9832,6.92
2009,05176,Padiernos,36.9832,6.98
2010,05176,Padiernos,36.9832,6.92
2011,05176,Padiernos,36.9832,7.06
2012,05176,Padiernos,36.9832,7.44
2013,05176,Padiernos,36.9832,7.73
2014,05176,Padiernos,36.9832,7.84
2015,05176,Padiernos,36.9832,7.9
2016,05176,Padiernos,36.9832,7.87
2017,05176,Padiernos,36.9832,7.27
2018,05176,Padiernos,36.9832,7.35
2019,05176,Padiernos,36.9832,7.33
2020,05176,Padiernos,36.9832,7.38
2021,05176,Padiernos,36.9832,7.57
2022,05176,Padiernos,36.9832,7.76
2023,05176,Padiernos,36.9832,7.46
2024,05176,Padiernos,36.9832,7.44
1996,05177,Pajares de Adaja,23.2301,8.44
1998,05177,Pajares de Adaja,23.2301,8.31
1999,05177,Pajares de Adaja,23.2301,8.57
2000,05177,Pajares de Adaja,23.2301,8.44
2001,05177,Pajares de Adaja,23.2301,8.39
2002,05177,Pajares de Adaja,23.2301,8.05
2003,05177,Pajares de Adaja,23.2301,7.66
2004,05177,Pajares de Adaja,23.2301,7.88
2005,05177,Pajares de Adaja,23.2301,7.66
2006,05177,Pajares de Adaja,23.2301,7.58
2007,05177,Pajares de Adaja,23.2301,8.22
2008,05177,Pajares de Adaja,23.2301,8.39
2009,05177,Pajares de Adaja,23.2301,8.35
2010,05177,Pajares de Adaja,23.2301,8.35
2011,05177,Pajares de Adaja,23.2301,8.91
2012,05177,Pajares de Adaja,23.2301,8.35
2013,05177,Pajares de Adaja,23.2301,7.96
2014,05177,Pajares de Adaja,23.2301,7.83
2015,05177,Pajares de Adaja,23.2301,8.22
2016,05177,Pajares de Adaja,23.2301,8.01
2017,05177,Pajares de Adaja,23.2301,7.32
2018,05177,Pajares de Adaja,23.2301,6.63
2019,05177,Pajares de Adaja,23.2301,6.41
2020,05177,Pajares de Adaja,23.2301,5.94
2021,05177,Pajares de Adaja,23.2301,5.9
2022,05177,Pajares de Adaja,23.2301,5.47
2023,05177,Pajares de Adaja,23.2301,5.81
2024,05177,Pajares de Adaja,23.2301,5.47
1996,05178,Palacios de Goda,52.9722,10.12
1998,05178,Palacios de Goda,52.9722,9.99
1999,05178,Palacios de Goda,52.9722,9.78
2000,05178,Palacios de Goda,52.9722,9.63
2001,05178,Palacios de Goda,52.9722,9.5
2002,05178,Palacios de Goda,52.9722,9.33
2003,05178,Palacios de Goda,52.9722,8.74
2004,05178,Palacios de Goda,52.9722,8.59
2005,05178,Palacios de Goda,52.9722,9.06
2006,05178,Palacios de Goda,52.9722,8.99
2007,05178,Palacios de Goda,52.9722,8.5
2008,05178,Palacios de Goda,52.9722,8.48
2009,05178,Palacios de Goda,52.9722,8.59
2010,05178,Palacios de Goda,52.9722,8.48
2011,05178,Palacios de Goda,52.9722,8.61
2012,05178,Palacios de Goda,52.9722,8.44
2013,05178,Palacios de Goda,52.9722,8.4
2014,05178,Palacios de Goda,52.9722,8.02
2015,05178,Palacios de Goda,52.9722,7.89
2016,05178,Palacios de Goda,52.9722,7.99
2017,05178,Palacios de Goda,52.9722,7.85
2018,05178,Palacios de Goda,52.9722,7.59
2019,05178,Palacios de Goda,52.9722,7.55
2020,05178,Palacios de Goda,52.9722,7.34
2021,05178,Palacios de Goda,52.9722,7.31
2022,05178,Palacios de Goda,52.9722,7.25
2023,05178,Palacios de Goda,52.9722,7.68
2024,05178,Palacios de Goda,52.9722,7.49
1996,05179,Papatrigo,20.9997,16.33
1998,05179,Papatrigo,20.9997,16.05
1999,05179,Papatrigo,20.9997,16.1
2000,05179,Papatrigo,20.9997,16.52
2001,05179,Papatrigo,20.9997,16.0
2002,05179,Papatrigo,20.9997,15.81
2003,05179,Papatrigo,20.9997,14.62
2004,05179,Papatrigo,20.9997,14.24
2005,05179,Papatrigo,20.9997,14.0
2006,05179,Papatrigo,20.9997,13.48
2007,05179,Papatrigo,20.9997,13.52
2008,05179,Papatrigo,20.9997,13.1
2009,05179,Papatrigo,20.9997,12.76
2010,05179,Papatrigo,20.9997,12.81
2011,05179,Papatrigo,20.9997,12.95
2012,05179,Papatrigo,20.9997,12.62
2013,05179,Papatrigo,20.9997,12.43
2014,05179,Papatrigo,20.9997,12.29
2015,05179,Papatrigo,20.9997,12.05
2016,05179,Papatrigo,20.9997,12.0
2017,05179,Papatrigo,20.9997,11.24
2018,05179,Papatrigo,20.9997,11.05
2019,05179,Papatrigo,20.9997,10.76
2020,05179,Papatrigo,20.9997,10.81
2021,05179,Papatrigo,20.9997,10.86
2022,05179,Papatrigo,20.9997,10.95
2023,05179,Papatrigo,20.9997,10.52
2024,05179,Papatrigo,20.9997,10.43
1996,05180,"Parral, El",10.8859,12.59
1998,05180,"Parral, El",10.8859,12.13
1999,05180,"Parral, El",10.8859,12.13
2000,05180,"Parral, El",10.8859,12.13
2001,05180,"Parral, El",10.8859,11.94
2002,05180,"Parral, El",10.8859,11.94
2003,05180,"Parral, El",10.8859,11.48
2004,05180,"Parral, El",10.8859,11.3
2005,05180,"Parral, El",10.8859,11.21
2006,05180,"Parral, El",10.8859,11.12
2007,05180,"Parral, El",10.8859,11.02
2008,05180,"Parral, El",10.8859,10.56
2009,05180,"Parral, El",10.8859,10.56
2010,05180,"Parral, El",10.8859,10.56
2011,05180,"Parral, El",10.8859,10.29
2012,05180,"Parral, El",10.8859,9.74
2013,05180,"Parral, El",10.8859,8.08
2014,05180,"Parral, El",10.8859,7.9
2015,05180,"Parral, El",10.8859,7.26
2016,05180,"Parral, El",10.8859,6.8
2017,05180,"Parral, El",10.8859,6.89
2018,05180,"Parral, El",10.8859,6.61
2019,05180,"Parral, El",10.8859,6.15
2020,05180,"Parral, El",10.8859,5.7
2021,05180,"Parral, El",10.8859,5.6
2022,05180,"Parral, El",10.8859,5.42
2023,05180,"Parral, El",10.8859,5.6
2024,05180,"Parral, El",10.8859,5.7
1996,05181,Pascualcobo,16.1439,2.97
1998,05181,Pascualcobo,16.1439,3.04
1999,05181,Pascualcobo,16.1439,3.34
2000,05181,Pascualcobo,16.1439,3.34
2001,05181,Pascualcobo,16.1439,3.04
2002,05181,Pascualcobo,16.1439,2.91
2003,05181,Pascualcobo,16.1439,2.85
2004,05181,Pascualcobo,16.1439,2.85
2005,05181,Pascualcobo,16.1439,2.79
2006,05181,Pascualcobo,16.1439,2.6
2007,05181,Pascualcobo,16.1439,2.35
2008,05181,Pascualcobo,16.1439,2.11
2009,05181,Pascualcobo,16.1439,2.23
2010,05181,Pascualcobo,16.1439,2.48
2011,05181,Pascualcobo,16.1439,2.42
2012,05181,Pascualcobo,16.1439,2.6
2013,05181,Pascualcobo,16.1439,2.35
2014,05181,Pascualcobo,16.1439,2.54
2015,05181,Pascualcobo,16.1439,2.42
2016,05181,Pascualcobo,16.1439,3.1
2017,05181,Pascualcobo,16.1439,2.66
2018,05181,Pascualcobo,16.1439,2.66
2019,05181,Pascualcobo,16.1439,2.79
2020,05181,Pascualcobo,16.1439,2.66
2021,05181,Pascualcobo,16.1439,2.54
2022,05181,Pascualcobo,16.1439,2.6
2023,05181,Pascualcobo,16.1439,2.35
2024,05181,Pascualcobo,16.1439,2.42
1996,05182,Pedro Bernardo,68.9685,20.11
1998,05182,Pedro Bernardo,68.9685,19.63
1999,05182,Pedro Bernardo,68.9685,18.98
2000,05182,Pedro Bernardo,68.9685,18.69
2001,05182,Pedro Bernardo,68.9685,18.08
2002,05182,Pedro Bernardo,68.9685,17.31
2003,05182,Pedro Bernardo,68.9685,16.54
2004,05182,Pedro Bernardo,68.9685,17.46
2005,05182,Pedro Bernardo,68.9685,17.2
2006,05182,Pedro Bernardo,68.9685,16.47
2007,05182,Pedro Bernardo,68.9685,15.93
2008,05182,Pedro Bernardo,68.9685,15.27
2009,05182,Pedro Bernardo,68.9685,14.75
2010,05182,Pedro Bernardo,68.9685,14.69
2011,05182,Pedro Bernardo,68.9685,14.59
2012,05182,Pedro Bernardo,68.9685,14.04
2013,05182,Pedro Bernardo,68.9685,13.6
2014,05182,Pedro Bernardo,68.9685,13.44
2015,05182,Pedro Bernardo,68.9685,13.35
2016,05182,Pedro Bernardo,68.9685,12.93
2017,05182,Pedro Bernardo,68.9685,12.7
2018,05182,Pedro Bernardo,68.9685,12.24
2019,05182,Pedro Bernardo,68.9685,11.85
2020,05182,Pedro Bernardo,68.9685,11.41
2021,05182,Pedro Bernardo,68.9685,11.7
2022,05182,Pedro Bernardo,68.9685,11.56
2023,05182,Pedro Bernardo,68.9685,11.18
2024,05182,Pedro Bernardo,68.9685,10.99
1996,05183,Pedro-Rodríguez,14.0759,16.2
